2.0	2.9993638258160953	3.065369793955051	2.942593112392511	3.074975897478081	3.0052125484144847	3.017503035611245	0.011685940009671563
3.0	4.130783938319848	4.141883137475045	4.114235288184959	4.272137164090767	4.083382581334927	4.148484421881109	0.021058137531517494
4.0	4.655395394206346	4.60595426923946	4.704342904144066	4.839936403610468	4.716932437485041	4.704512281737077	0.030620132210938806
5.0	5.008936231486332	5.070758719657938	5.088478216327724	4.987661348836027	5.104173419303155	5.052001587122235	0.010398565691043637
6.0	5.204454205944878	5.225610185995026	5.245957148234188	5.175306331378652	5.244168065643796	5.219099187439308	0.0035244815396049205
7.0	5.37582110789275	5.421408522368411	5.372098940261854	5.339726027138229	5.440588357697823	5.389928591071813	0.006594612984198545
8.0	5.45436340345794	5.543170365814117	5.575081978998846	5.468739895680968	5.542112094149794	5.516693547620333	0.01094093293380692
9.0	5.630459622645513	5.689316661388377	5.631879270918525	5.585841081815683	5.581730987835325	5.623845524920684	0.00761272900347797
10.0	5.645644866417673	5.696850921823515	5.678477779975688	5.718120984631505	5.641785961246618	5.676176102818999	0.004306957202430307
11.0	5.757832947257778	5.676029299912541	5.737146187585989	5.740326650826594	5.76233450423487	5.734733917963554	0.004778687402979748
12.0	5.786822480364941	5.810560746555246	5.7403948782186625	5.746998945712747	5.711903060445863	5.759336022259491	0.006140334020067466
13.0	5.778989638761363	5.7530913617594575	5.766828578151507	5.818570381423284	5.809853217860422	5.785466635591208	0.003128050411628066
14.0	5.82866741601731	5.866796635147238	5.825524942658516	5.805539678314974	5.863594283073925	5.838024591042393	0.0027807071616371298
15.0	5.859014446843254	5.8359432033058525	5.818040514524623	5.811739591617127	5.85593300063364	5.836134151384899	0.0018380130540998367
20.0	5.926079528711032	5.938886881765373	5.887810448195101	5.873589197672767	5.877707514187381	5.900814714106331	0.0035320831723266908
25.0	5.909444567594282	5.971248293394754	5.902752690201523	5.922087925362266	5.9154048278762135	5.924187660885808	0.0029730669451240887
30.0	5.913955983866616	5.963048377506703	5.930926560392424	5.959259908739925	5.843257988901132	5.9220897638813605	0.009417923795356364
35.0	5.871416948283675	5.84652914502809	5.877286045294285	5.85364553288731	5.811733921749834	5.852122318648639	0.0026703222482719014
40.0	5.762046580448347	5.808723000635592	5.780432851743135	5.809881592440417	5.845011519947177	5.8012191090429335	0.004015677749479296
45.0	5.800710811788073	5.735609901618611	5.746707838635313	5.715926779160411	5.741103751799763	5.748011816600434	0.0040098629343545905
50.0	5.695998610068532	5.701329635022532	5.714417261093427	5.720842298700406	5.634030435645898	5.693323648106158	0.004789152931247798
55.0	5.619581706233106	5.596485118798115	5.58529419634713	5.630049745321671	5.630801206086955	5.6124423945573945	0.0016896938486386241
60.0	5.5849609028941885	5.496350207587838	5.5471300023235	5.4761085139452845	5.51910577998833	5.524731081347828	0.007330615135961353
65.0	5.469979839958033	5.478565752508436	5.4872365650143085	5.465052781142942	5.489032815702997	5.477973550865345	4.3930717694832535E-4
70.0	5.360608517914747	5.38053247084118	5.353691710659836	5.428676708002514	5.432167181316687	5.391135317746992	0.005539299392522788
75.0	5.330592776617554	5.316835813101903	5.273845124148686	5.302831631242027	5.261533225363451	5.2971277140947235	0.0033499008695930888
80.0	5.241372050655059	5.135256281360081	5.271176913049157	5.183978368634065	5.202801013411345	5.206916925421941	0.010994867691229922
85.0	5.101846000468981	5.101651935490527	5.107960791106769	5.064571365898974	5.184135360372271	5.112033090667504	0.007679481427816321
90.0	4.978477178515287	4.893972637093326	5.055236817446787	5.001853855555242	5.052281299779823	4.996364357678094	0.01742682114287926
95.0	4.867916508930118	4.859244534138171	4.879212275199355	4.913022528200738	4.922097632774658	4.888298695848608	0.0030957769199990185
100.0	4.76306794308651	4.698513343956421	4.810607372460586	4.786229740735879	4.84169867908248	4.780023415864376	0.011709114842072906
